,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
0,131190.5,2128.7017862797,684,607,1.1268533773,3.1647718394,34.5403919865,18.3114116175,22.6987598389,12.7366694124,43.5272194576,48.716087375,41.6874361288,17.005484731,0.9983809777,0.9137392301,2.8102479651
0,84807,1686.1017184258,405,607,0.6672158155,2.8987583572,33.5224569302,11.8872078833,14.6714991763,8.0687869913,34.8947033174,39.8997003658,30.0152105693,20.2716069286,0.9970929693,0.9257982458,1.9680249877
0,123146,1901.0621763468,557,607,0.9176276771,2.7455134556,29.3475825308,25.5682652999,37.2854780646,17.0678900482,53.3998381373,75.1839682751,40.2987905918,10.3261886474,0.9969715111,0.8744548967,2.7741179109
0,50290,1466.3818112612,202,607,0.3327841845,2.438138795,42.7575187194,7.6082524864,9.1936283483,5.8288653975,31.3152783146,34.8870923795,29.0106076146,25.2162558961,0.9940327095,0.9382088425,1.4146145709
0,291361.5,2982.7850471735,1080,515,2.0970873786,1.9089687553,30.535972109,30.1658704009,38.5504896577,14.1136097382,43.8718017905,49.1174044179,38.9894070017,34.7679464268,0.9980736693,0.7744990615,5.2564336938
0,160026,2623.7930628061,1080,268,4.0298507463,1.8087060853,43.0198220066,27.188833974,28.6353880652,23.8146836293,53.7878911855,54.9338689012,50.9782204721,15.662978257,0.9985643669,0.8840573319,3.5246947471
0,184565.5,2579.4082853794,1080,281,3.8434163701,1.644294302,36.0487041331,23.5942095308,31.7483815364,8.1846894258,44.7060727329,53.504591729,35.905022553,15.2958987482,0.9988222446,0.8804049222,3.681615825
0,141784.5,2398.4662835598,847,607,1.3953871499,3.6261297956,40.5731269171,32.4001022027,37.5875999146,32.0390475319,61.8300607514,69.6656638213,64.7577443723,10.6034434566,0.997823683,0.890096136,3.1717965492
0,164166,1981.3077785969,491,607,0.8088962109,1.8154611795,23.9122626703,35.7503249131,45.9791964122,33.0459561291,62.9437933338,78.86763707,58.0113116845,8.6806409047,0.9977616742,0.8824311505,3.2775566539
0,145598.5,2674.9616689682,1080,423,2.5531914894,3.1376696875,49.1448739544,28.1234395021,34.3935444505,28.887487034,55.922682708,65.288032611,56.1105224425,17.9459038171,0.9973834417,0.8891238531,3.2201610096
0,159561,2186.0083562136,633,607,1.0428336079,2.4080508395,29.9486248735,27.0455168101,29.1378027946,28.3954283361,50.5080920899,53.55574616,52.3374778043,21.208981194,0.9973343161,0.8764183469,3.2065563806
0,350429.5,2731.4570548534,1080,434,2.4884792627,1.3375586245,21.2906095021,77.3554457258,90.4303908109,57.4383610959,72.9236442775,84.3664053733,58.0284186073,13.3785354826,0.9977824391,0.8171486089,5.7132987621
