,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
0,265129.5,2588.5655769109726,1080,296,3.6486486486486487,1.2057503974472852,25.27320326847234,44.19155073524925,62.25471200195253,47.56613734822137,58.4851044809888,77.32672108824543,64.29673024288614,71.10215534562171,0.9914325961205579,0.73421049784326,5.564644628742899
0,82572.0,1517.5533847808838,648,179,3.6201117318435756,1.4047376834762388,27.89042624206652,9.155668436146195,14.808577399475258,6.426342363780584,30.380774475646366,40.13302430611956,27.964253779326192,42.95183049426345,0.9937319350468432,0.9159054974179229,2.023318108263079
0,79.5,34.3847758769989,13,10,1.3,1.6352201257861636,14.871859271842082,25.409343156995547,37.39748916956495,30.851563548721703,50.877752011907575,70.23829008732572,61.04497469790283,38.364392110589705,0.9925378154850482,0.8410944134821414,3.453957188684867
0,82409.5,1508.6488367319107,660,184,3.5869565217391304,1.4736165126593415,27.61843370694577,9.546221551040333,13.464750747452559,11.57884404173531,31.205002589164422,37.696408938290254,34.264759532015276,64.05914854308159,0.9907383051866631,0.8911655386709338,2.1633594465316497
0,151572.5,2104.378846168518,936,262,3.572519083969466,1.6179188177274901,29.216449739903634,24.81583836719751,40.53941820733419,29.131597412898895,51.76312126673886,74.5656499017569,60.70256857959616,56.00146302849036,0.9907335603272396,0.8235731204383203,3.8337470607016813
0,200178.5,1792.9087233543396,400,577,0.6932409012131716,1.152970973406235,16.058276439678025,36.64326377448288,47.70140948196961,35.53321587650253,61.880371685142904,76.09687842200434,64.5028136372254,50.041513220154854,0.9933148461892597,0.7810622377292451,4.618399435223004
0,134664.0,1948.7434200048447,700,506,1.383399209486166,2.630250103962455,28.20056523653076,18.42153578619806,33.74644731222161,20.923546281042164,41.05047098136722,66.09362727405934,46.60512950187869,34.50048635129116,0.9942102496683971,0.9102089809163325,2.8523488316361236
0,69692.0,1542.79811501503,635,262,2.4236641221374047,2.387218045112782,34.15350432896071,10.745359692476661,15.295022576118129,5.857013850753554,34.60858032951469,44.39709025692875,28.898758409560145,32.78720808926838,0.9929703515041274,0.9314231918788971,1.767151331891578
0,16284.0,647.9209147691727,216,199,1.085427135678392,2.6396462785556376,25.779999496150918,3.4420846299347123,4.925329489291598,3.278122521203246,22.28413487038776,29.405228543305707,22.32204830960789,10.445740174607206,0.9858828044497838,0.9770518516485897,0.5463326927943467
0,99122.5,1771.3595138788223,789,181,4.359116022099448,1.4407324270473405,31.654917172276907,17.711300262371104,26.52631338092623,21.026841173958143,44.91088627735001,62.188378203419745,52.18932199752362,46.22073691492416,0.9878368079190302,0.871632654254932,2.6237836303415576
0,115396.5,1818.6042413711548,773,291,2.656357388316151,1.9493052215621791,28.66049998685535,19.27497864421258,32.356376227957774,24.333205198608823,45.80606191095052,68.617512397181,56.24472276435285,47.21777609096578,0.9894872140909141,0.8548575569666407,3.0605547728569427
0,114594.5,1778.0113174915314,757,262,2.8893129770992365,1.7307462400027924,27.58705038311587,15.80851485752639,29.207979437427543,21.157860455183354,40.24521939969214,63.23055477875751,51.00040468899681,36.625847475222585,0.9932054815412336,0.8988946630620105,2.731304182619156
0,151712.0,2376.1261001825333,910,454,2.004405286343612,2.723186036701118,37.21508676946223,20.604310818231742,37.21836902800659,28.395304777594728,42.69706272117085,67.45032019696801,54.39819295446651,44.58215126293341,0.993088029950112,0.8841823240573564,3.21677298655564
0,314037.0,2855.553384542465,1080,346,3.121387283236994,1.1899234803542258,25.965682807987367,40.305309964000244,75.99613307706389,53.33323723228995,54.06043311154627,82.67514800853144,71.24116621157735,83.2678274684352,0.9920180895525366,0.6688589116230192,6.881912726846181
0,45684.5,1088.0214215517044,435,198,2.196969696969697,1.8853221552167585,25.912303160927486,10.356603514552443,13.681632497406797,10.362804319970712,38.278527702884986,49.198203768716255,39.69642257575512,10.348773916096487,0.9918640029920863,0.9526353747241201,1.211283267654411
0,159694.5,1958.4621068239212,851,283,3.0070671378091873,1.508085751231257,24.018196142416876,26.756525718469707,41.093396485447556,33.45469369699188,50.23494539181044,71.97305118397875,62.01773325298684,34.06598698741938,0.9938577068016607,0.8536627377016558,3.5491850215195
0,105071.5,1714.43772149086,749,247,3.032388663967611,1.7607343570806546,27.97425277901973,19.270461895173593,28.411196534260785,18.39606443346147,46.98258002401081,64.45361856378551,46.66863804062602,34.597871676306795,0.9915677674641632,0.8781930083139899,2.698787394377961
0,91432.0,1371.7686743736267,336,479,0.7014613778705637,1.7602589902878643,20.58086114262815,17.723006284703153,23.610565013118556,15.14621239856001,45.34615198936804,58.04127835712216,43.528709473284216,14.500445264324593,0.9959046813754775,0.9276303167137123,2.0719141603242592
0,43295.5,948.9087235927582,173,384,0.4505208333333333,1.5343857906710858,20.797259893301558,11.215286167551406,12.01129110989078,10.691009213496857,41.84377885656439,44.49110318124812,40.235777786632674,10.531187709954978,0.9915770474165406,0.948090460283013,1.1942033528365863
0,105176.5,1714.9230029582977,751,247,3.0404858299595143,1.7636734441629072,27.96214844642582,19.44477393373604,28.62698608822991,18.60133321130026,47.293264936418744,64.74359080615304,47.032312117467235,34.732785925372895,0.9915379428500687,0.8773170837838252,2.7167371600953065
0,47627.0,1025.7442916631699,407,218,1.8669724770642202,1.862934889873391,22.091489110789638,11.930299286106536,14.007167917505644,8.559573494416988,42.96223024968382,49.29276428971648,34.633252137276514,17.758755064734554,0.9886558323948834,0.940785370656919,1.3699134833318336
